cat_num,enteredby,accn,guid_prefix,identifier_1_value,identifier_1_type,identifier_1_relationship,identifier_2_value,identifier_2_type,agent_1_name,agent_1_role,agent_2_name,agent_2_role,agent_3_name,agent_3_role,agent_4_name,agent_4_role,identification_1,identification_1_order,identification_1_attribute_type_1,identification_1_attribute_value_1,identification_1_agent_1,identification_1_date,identification_1_remark,locality_higher_geog,locality_specific,event_verbatim_locality,event_verbatim_date,event_began_date,event_ended_date,record_event_type,record_event_determiner,record_event_determined_date,record_event_verificationstatus,part_1_name,part_1_condition,part_1_count,part_1_disposition,part_1_remark,part_1_attribute_type_1,part_1_attribute_value_1
1310,jessicatir,97,CRCM:Fish,97-1412,institutional catalog number,self,,,J. Camara,collector,,,,,,,Ammodytes hexapterus,1,nature of identification,unknown,J. Camara,1951-07-04,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Fidalgo Island, Skagit Co., Washington",4-Jul-1951,1951-07-04,1951-07-04,collection,J. Camara,1951-07-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
1311,jessicatir,97,CRCM:Fish,97-1413,institutional catalog number,self,,,J. Camara,collector,,,,,,,Ammodytes hexapterus,1,nature of identification,unknown,J. Camara,1951-07-04,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Fidalgo Island, Skagit Co., Washington",4-Jul-1951,1951-07-04,1951-07-04,collection,J. Camara,1951-07-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
1850,jessicatir,97,CRCM:Fish,97-1428,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Cymatogaster aggregata,1,nature of identification,unknown,Lee Olsen,1954-06-14,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",14-Jun-1954,1954-06-14,1954-06-14,collection,Lee Olsen,1954-06-14,,whole organism,unchecked,1,in collection,,preservation,ethanol
1851,jessicatir,97,CRCM:Fish,97-1432,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Ammodytes hexapterus,1,nature of identification,unknown,Lee Olsen,1954-06-28,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",28-Jun-1954,1954-06-28,1954-06-28,collection,Lee Olsen,1954-06-28,,whole organism,unchecked,1,in collection,,preservation,ethanol
129,jessicatir,97,CRCM:Fish,97-1435,institutional catalog number,self,,,W. Garrison,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,W. Garrison,1954-06-22,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",22-Jun-1954,1954-06-22,1954-06-22,collection,W. Garrison,1954-06-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
2051,jessicatir,97,CRCM:Fish,97-1436,institutional catalog number,self,,,O. Getzlaff,collector,,,,,,,Anoplarchus purpurescens,1,nature of identification,unknown,O. Getzlaff,1954-06-12,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",12-Jun-1954,1954-06-12,1954-06-12,collection,O. Getzlaff,1954-06-12,,whole organism,unchecked,1,in collection,,preservation,ethanol
288,jessicatir,97,CRCM:Fish,97-1447,institutional catalog number,self,,,Unknown,collector,R. E. Ward,collector,,,,,Xiphister atropurpureus,1,nature of identification,unknown,Unknown,1956-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",Jun-1956,1956-06-01,1956-06-30,collection,Unknown,1956-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
289,jessicatir,97,CRCM:Fish,97-1448,institutional catalog number,self,,,Unknown,collector,R. E. Ward,collector,,,,,Xiphister atropurpureus,1,nature of identification,unknown,Unknown,1956-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",Jun-1956,1956-06-01,1956-06-30,collection,Unknown,1956-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
233,jessicatir,97,CRCM:Fish,97-1449,institutional catalog number,self,,,Unknown,collector,R. E. Ward,collector,,,,,Xiphister atropurpureus,1,nature of identification,unknown,Unknown,1956-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",Jun-1956,1956-06-01,1956-06-30,collection,Unknown,1956-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
299,jessicatir,97,CRCM:Fish,97-1450,institutional catalog number,self,,,Unknown,collector,R. E. Ward,collector,,,,,Xiphister atropurpureus,1,nature of identification,unknown,Unknown,1956-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",Jun-1956,1956-06-01,1956-06-30,collection,Unknown,1956-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
300,jessicatir,97,CRCM:Fish,97-1451,institutional catalog number,self,,,Unknown,collector,R. E. Ward,collector,,,,,Xiphister atropurpureus,1,nature of identification,unknown,Unknown,1956-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",Jun-1956,1956-06-01,1956-06-30,collection,Unknown,1956-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
1852,jessicatir,97,CRCM:Fish,97-1452,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Lee Olsen,1956-05-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-May-1956,1956-05-24,1956-05-24,collection,Lee Olsen,1956-05-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1801,jessicatir,97,CRCM:Fish,97-1454,institutional catalog number,self,,,L. M. Ashley,collector,Ted Olsen,collector,,,,,Apodichthys flavidus,1,nature of identification,unknown,L. M. Ashley,1956-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Fidalgo Island, Skagit Co., Washington",Jun-1956,1956-06-01,1956-06-30,collection,L. M. Ashley,1956-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
1802,jessicatir,97,CRCM:Fish,97-1455,institutional catalog number,self,,,L. M. Ashley,collector,Ted Olsen,collector,,,,,Apodichthys flavidus,1,nature of identification,unknown,L. M. Ashley,1956-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Fidalgo Island, Skagit Co., Washington",Jun-1956,1956-06-01,1956-06-30,collection,L. M. Ashley,1956-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
1803,jessicatir,97,CRCM:Fish,97-1456,institutional catalog number,self,,,L. M. Ashley,collector,Ted Olsen,collector,,,,,Apodichthys flavidus,1,nature of identification,unknown,L. M. Ashley,1956-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Fidalgo Island, Skagit Co., Washington",Jun-1956,1956-06-01,1956-06-30,collection,L. M. Ashley,1956-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
61,jessicatir,97,CRCM:Fish,97-1457,institutional catalog number,self,,,Norman Peckham,collector,,,,,,,Pholis laeta,1,nature of identification,unknown,Norman Peckham,1956-06-10,,"United States, Washington, Skagit County",Sharpe Cove,"Sharp Cove, Skagit Co., Washington",10-Jun-1956,1956-06-10,1956-06-10,collection,Norman Peckham,1956-06-10,,whole organism,unchecked,1,in collection,,preservation,ethanol
2148,jessicatir,97,CRCM:Fish,97-1487,institutional catalog number,self,,,R. Christensen,collector,,,,,,,Apodichthys flavidus,1,nature of identification,unknown,R. Christensen,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,R. Christensen,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
993,jessicatir,97,CRCM:Fish,97-1488,institutional catalog number,self,,,D. L. Reiber,collector,,,,,,,Apodichthys flavidus,1,nature of identification,unknown,D. L. Reiber,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,D. L. Reiber,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1987,jessicatir,97,CRCM:Fish,97-1492,institutional catalog number,self,,,R. E. Ward,collector,,,,,,,Pholis laeta,1,nature of identification,unknown,R. E. Ward,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,R. E. Ward,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
2020,jessicatir,97,CRCM:Fish,97-1493,institutional catalog number,self,,,R. E. Ward,collector,,,,,,,Pholis laeta,1,nature of identification,unknown,R. E. Ward,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,R. E. Ward,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
301,jessicatir,97,CRCM:Fish,97-1494,institutional catalog number,self,,,Unknown,collector,,,,,,,Pholis laeta,1,nature of identification,unknown,Unknown,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Unknown,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
2149,jessicatir,97,CRCM:Fish,97-1495,institutional catalog number,self,,,R. Christensen,collector,,,,,,,Pholis laeta,1,nature of identification,unknown,R. Christensen,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,R. Christensen,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1111,jessicatir,97,CRCM:Fish,97-1496,institutional catalog number,self,,,Unknown,collector,,,,,,,Pholis laeta,1,nature of identification,unknown,Unknown,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Unknown,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
740,jessicatir,97,CRCM:Fish,97-1497,institutional catalog number,self,,,Boris Belko,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Boris Belko,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Boris Belko,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
2035,jessicatir,97,CRCM:Fish,97-1498,institutional catalog number,self,,,Norman Peckham,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Norman Peckham,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Norman Peckham,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
994,jessicatir,97,CRCM:Fish,97-1499,institutional catalog number,self,,,D. L. Reiber,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,D. L. Reiber,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,D. L. Reiber,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1290,jessicatir,97,CRCM:Fish,97-1500,institutional catalog number,self,,,Iris Hansen,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Iris Hansen,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Iris Hansen,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
10,jessicatir,97,CRCM:Fish,97-1501,institutional catalog number,self,,,Unknown,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Unknown,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Unknown,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1112,jessicatir,97,CRCM:Fish,97-1502,institutional catalog number,self,,,Unknown,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Unknown,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Unknown,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1113,jessicatir,97,CRCM:Fish,97-1503,institutional catalog number,self,,,Unknown,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Unknown,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Unknown,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1114,jessicatir,97,CRCM:Fish,97-1504,institutional catalog number,self,,,Unknown,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Unknown,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Unknown,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1115,jessicatir,97,CRCM:Fish,97-1505,institutional catalog number,self,,,Unknown,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,Unknown,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Unknown,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
206,jessicatir,97,CRCM:Fish,97-1513,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Leptoclinus maculatus,1,nature of identification,unknown,Lee Olsen,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ships Cove, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Lee Olsen,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
754,jessicatir,97,CRCM:Fish,97-1514,institutional catalog number,self,,,Boris Belko,collector,,,,,,,Leptoclinus maculatus,1,nature of identification,unknown,Boris Belko,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ships Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Boris Belko,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1929,jessicatir,97,CRCM:Fish,97-1515,institutional catalog number,self,,,N. Brenneise,collector,,,,,,,Leptoclinus maculatus,1,nature of identification,unknown,N. Brenneise,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ships Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,N. Brenneise,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
302,jessicatir,97,CRCM:Fish,97-1516,institutional catalog number,self,,,Unknown,collector,,,,,,,Leptoclinus maculatus,1,nature of identification,unknown,Unknown,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ships Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Unknown,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
2150,jessicatir,97,CRCM:Fish,97-1517,institutional catalog number,self,,,R. Christensen,collector,,,,,,,Leptoclinus maculatus,1,nature of identification,unknown,R. Christensen,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ships Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,R. Christensen,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1291,jessicatir,97,CRCM:Fish,97-1518,institutional catalog number,self,,,Iris Hansen,collector,,,,,,,Leptoclinus maculatus,1,nature of identification,unknown,Iris Hansen,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ships Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,Iris Hansen,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
2169,jessicatir,97,CRCM:Fish,97-1519,institutional catalog number,self,,,R. E. Ward,collector,,,,,,,Leptoclinus maculatus,1,nature of identification,unknown,R. E. Ward,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ships Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,R. E. Ward,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
995,jessicatir,97,CRCM:Fish,97-1520,institutional catalog number,self,,,D. L. Reiber,collector,,,,,,,Leptoclinus maculatus,1,nature of identification,unknown,D. L. Reiber,1956-06-24,,"United States, Washington, Skagit County",Ship Harbor,"Ships Harbor, Skagit Co., Washington",24-Jun-1956,1956-06-24,1956-06-24,collection,D. L. Reiber,1956-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1747,jessicatir,97,CRCM:Fish,97-1530,institutional catalog number,self,,,L. M. Ashley,collector,,,,,,,Xiphister atropurpureus,1,nature of identification,unknown,L. M. Ashley,1957-07-31,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Fidalgo Island, Skagit Co., Washington",Jul-1957,1957-07-01,1957-07-31,collection,L. M. Ashley,1957-07-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1804,jessicatir,97,CRCM:Fish,97-1531,institutional catalog number,self,,,L. M. Ashley,collector,,,,,,,Xiphister atropurpureus,1,nature of identification,unknown,L. M. Ashley,1957-07-31,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Fidalgo Island, Skagit Co., Washington",Jul-1957,1957-07-01,1957-07-31,collection,L. M. Ashley,1957-07-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
141,jessicatir,97,CRCM:Fish,97-1549,institutional catalog number,self,,,J. Saddler,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,J. Saddler,1959-07-22,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",22-Jul-1959,1959-07-22,1959-07-22,collection,J. Saddler,1959-07-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
1523,jessicatir,97,CRCM:Fish,97-1552,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Perca flavescens,1,nature of identification,unknown,Kay E. Groves,1948-06-30,,"United States, Washington, Skagit County","Lake Campbell, Anacortes","Campbell Lake, Skagit Co., Washington",Jun-1948,1948-06-01,1948-06-30,collection,Kay E. Groves,1948-06-30,,whole organism,unchecked,2,in collection,fixed in 10% formalin,preservation,ethanol
1524,jessicatir,97,CRCM:Fish,97-1553,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Perca flavescens,1,nature of identification,unknown,Kay E. Groves,1948-06-30,,"United States, Washington, Skagit County","Lake Campbell, Anacortes","Campbell Lake, Skagit Co., Washington",Jun-1948,1948-06-01,1948-06-30,collection,Kay E. Groves,1948-06-30,,whole organism,unchecked,2,in collection,fixed in 10% formalin,preservation,ethanol
1525,jessicatir,97,CRCM:Fish,97-1554,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Perca flavescens,1,nature of identification,unknown,Kay E. Groves,1948-06-30,,"United States, Washington, Skagit County","Lake Campbell, Anacortes","Campbell Lake, Skagit Co., Washington",Jun-1948,1948-06-01,1948-06-30,collection,Kay E. Groves,1948-06-30,,whole organism,unchecked,2,in collection,fixed in 10% formalin,preservation,ethanol
1526,jessicatir,97,CRCM:Fish,97-1557,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Apodichthys flavidus,1,nature of identification,unknown,Kay E. Groves,1948-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Anacortes, Skagit Co., Washington",Jun-1948,1948-06-01,1948-06-30,collection,Kay E. Groves,1948-06-30,,whole organism,unchecked,1,in collection,fixed in 10% formalin,preservation,ethanol
1527,jessicatir,97,CRCM:Fish,97-1558,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Apodichthys flavidus,1,nature of identification,unknown,Kay E. Groves,1948-06-30,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Anacortes, Skagit Co., Washington",Jun-1948,1948-06-01,1948-06-30,collection,Kay E. Groves,1948-06-30,,whole organism,unchecked,1,in collection,fixed in 10% formalin,preservation,ethanol
1528,jessicatir,97,CRCM:Fish,97-1560,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Xiphister atropurpureus,1,nature of identification,unknown,Kay E. Groves,1948-06-15,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Anacortes, Skagit Co., Washington",15-Jun-1948,1948-06-15,1948-06-15,collection,Kay E. Groves,1948-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
1529,jessicatir,97,CRCM:Fish,97-1561,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Xiphister atropurpureus,1,nature of identification,unknown,Kay E. Groves,1948-06-15,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Anacortes, Skagit Co., Washington",15-Jun-1948,1948-06-15,1948-06-15,collection,Kay E. Groves,1948-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
1530,jessicatir,97,CRCM:Fish,97-1562,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Xiphister atropurpureus,1,nature of identification,unknown,Kay E. Groves,1948-06-15,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Anacortes, Skagit Co., Washington",15-Jun-1948,1948-06-15,1948-06-15,collection,Kay E. Groves,1948-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
2052,jessicatir,97,CRCM:Fish,97-1564,institutional catalog number,self,,,O. Getzlaff,collector,,,,,,,Pholis ornata,1,nature of identification,unknown,O. Getzlaff,1997-12-31,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",Unknown,1897-01-01,1997-12-31,collection,O. Getzlaff,1997-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
2170,jessicatir,97,CRCM:Fish,97-1566,institutional catalog number,self,,,R. E. Ward,collector,,,,,,,Apodichthys flavidus,1,nature of identification,unknown,R. E. Ward,1997-12-31,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",Unknown,1897-01-01,1997-12-31,collection,R. E. Ward,1997-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
2333,jessicatir,97,CRCM:Fish,97-1615,institutional catalog number,self,,,Unknown,collector,,,,,,,Menticirrhus undulatus,1,nature of identification,unknown,Unknown,1997-12-31,,"United States, Texas, Galveston County",Galveston,"Galveston, Galveston Co., Texas",Unknown,1897-01-01,1997-12-31,collection,Unknown,1997-12-31,,whole organism,poor,1,discarded,"Found fish tagged w/this number July 2020; Not the species listed in record, but don't know what it is or if location is correct; Disintegrating. Discarded.",preservation,ethanol
1479,jessicatir,97,CRCM:Fish,97-1619,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Cymatogaster aggregata,1,nature of identification,unknown,Kay E. Groves,1948-07-31,,"Canada, British Columbia","W end of Clam Bay, near Leech Island","W. end of Clam Bay, British Columbia, Canada",Jul-1948,1948-07-01,1948-07-31,collection,Kay E. Groves,1948-07-31,,whole organism,unchecked,1,in collection,fixed in 10% formalin,preservation,ethanol
1465,jessicatir,97,CRCM:Fish,97-1620,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Cymatogaster aggregata,1,nature of identification,unknown,Kay E. Groves,1948-07-31,,"Canada, British Columbia",Boat Harbor,"Boat Harbor, British Columbia, Canada",Jul-1948,1948-07-01,1948-07-31,collection,Kay E. Groves,1948-07-31,,whole organism,unchecked,3,in collection,shriveled from past drying out,preservation,ethanol
2223,jessicatir,97,CRCM:Fish,97-1623,institutional catalog number,self,,,Ronald W. Masterjohn,collector,R. S. Guthrie,collector,,,,,Trachinotus rhodopus,1,nature of identification,unknown,Ronald W. Masterjohn,1952-01-31,,"Mexico, Veracruz",30 mi S of Veracruz,"30 mi. S. of Veracruz, Veracruz, Mexico",31-Jan-1952,1952-01-31,1952-01-31,collection,Ronald W. Masterjohn,1952-01-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
2236,jessicatir,97,CRCM:Fish,97-1624,institutional catalog number,self,,,Ronald W. Masterjohn,collector,R. S. Guthrie,collector,,,,,Trachinotus rhodopus,1,nature of identification,unknown,Ronald W. Masterjohn,1952-01-31,,"Mexico, Veracruz",30 mi S of Veracruz,"30 mi. S. of Veracruz, Veracruz, Mexico",31-Jan-1952,1952-01-31,1952-01-31,collection,Ronald W. Masterjohn,1952-01-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
125,jessicatir,56,CRCM:Fish,56-105,institutional catalog number,self,,,Virgil Pratt,collector,,,,,,,Percopsis transmontana,1,nature of identification,unknown,Virgil Pratt,1952-09-30,,"United States, Idaho, Nez Perce County",Hatwai Creek,"Hatwai Creek, Nez Perce Co., Idaho",Sep-1952,1952-09-01,1952-09-30,collection,Virgil Pratt,1952-09-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
126,jessicatir,56,CRCM:Fish,56-106,institutional catalog number,self,,,Virgil Pratt,collector,,,,,,,Percopsis transmontana,1,nature of identification,unknown,Virgil Pratt,1952-09-30,,"United States, Idaho, Nez Perce County",Hatwai Creek,"Hatwai Creek, Nez Perce Co., Idaho",Sep-1952,1952-09-01,1952-09-30,collection,Virgil Pratt,1952-09-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
127,jessicatir,56,CRCM:Fish,56-107,institutional catalog number,self,,,Virgil Pratt,collector,,,,,,,Percopsis transmontana,1,nature of identification,unknown,Virgil Pratt,1952-09-30,,"United States, Idaho, Nez Perce County",Hatwai Creek,"Hatwai Creek, Nez Perce Co., Idaho",Sep-1952,1952-09-01,1952-09-30,collection,Virgil Pratt,1952-09-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
1164,jessicatir,48,CRCM:Fish,48-262,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Parophrys vetulus,1,nature of identification,unknown,George E. Hudson,1948-07-09,,"United States, Washington, Grays Harbor County",Westport,"Westport, Grays Harbor Co., Washington",9-Jul-1948,1948-07-09,1948-07-09,collection,George E. Hudson,1948-07-09,,whole organism,unchecked,1,in collection,,preservation,ethanol
1165,jessicatir,48,CRCM:Fish,48-263,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Citharichthys stigmaeus,1,nature of identification,unknown,George E. Hudson,1948-07-09,,"United States, Washington, Grays Harbor County",Westport,"Westport, Grays Harbor Co., Washington",9-Jul-1948,1948-07-09,1948-07-09,collection,George E. Hudson,1948-07-09,,whole organism,unchecked,1,in collection,,preservation,ethanol
1166,jessicatir,48,CRCM:Fish,48-264,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Platichthys stellatus,1,nature of identification,unknown,George E. Hudson,1948-07-09,,"United States, Washington, Grays Harbor County",Westport,"Westport, Grays Harbor Co., Washington",9-Jul-1948,1948-07-09,1948-07-09,collection,George E. Hudson,1948-07-09,,whole organism,unchecked,1,in collection,,preservation,ethanol
1193,jessicatir,49,CRCM:Fish,49-195,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Parophrys vetulus,1,nature of identification,unknown,George E. Hudson,1949-06-20,,"United States, Washington, Skagit County","Viti Rocks, Bellingham Channel off SW shore of Lummi Island, San Juan Islands National Wildlife Refuge","Viti rock, Lummi Island, Whatcom Co., Washington",20-Jun-1949,1949-06-20,1949-06-20,collection,George E. Hudson,1949-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
1205,jessicatir,49,CRCM:Fish,49-203,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Glyptocephalus zachirus,1,nature of identification,unknown,George E. Hudson,1949-06-20,,"United States, Washington, Whatcom County",Lummi Island,"Lummi Island, Whatcom Co., Washington",20-Jun-1949,1949-06-20,1949-06-20,collection,George E. Hudson,1949-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
