cat_num,enteredby,accn,guid_prefix,identifier_1_value,identifier_1_type,identifier_1_relationship,identifier_2_value,identifier_2_type,agent_1_name,agent_1_role,agent_2_name,agent_2_role,agent_3_name,agent_3_role,agent_4_name,agent_4_role,identification_1,identification_1_order,identification_1_attribute_type_1,identification_1_attribute_value_1,identification_1_agent_1,identification_1_date,identification_1_remark,locality_higher_geog,locality_specific,event_verbatim_locality,event_verbatim_date,event_began_date,event_ended_date,record_event_type,record_event_determiner,record_event_determined_date,record_event_verificationstatus,part_1_name,part_1_condition,part_1_count,part_1_disposition,part_1_remark,part_1_attribute_type_1,part_1_attribute_value_1
514,jessicatir,97,CRCM:Fish,97-105,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
515,jessicatir,97,CRCM:Fish,97-106,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
437,jessicatir,97,CRCM:Fish,97-107,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
516,jessicatir,97,CRCM:Fish,97-108,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
517,jessicatir,97,CRCM:Fish,97-109,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
518,jessicatir,97,CRCM:Fish,97-110,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
519,jessicatir,97,CRCM:Fish,97-111,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
521,jessicatir,97,CRCM:Fish,97-112,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
522,jessicatir,97,CRCM:Fish,97-113,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
523,jessicatir,97,CRCM:Fish,97-114,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
524,jessicatir,97,CRCM:Fish,97-115,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
525,jessicatir,97,CRCM:Fish,97-116,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
526,jessicatir,97,CRCM:Fish,97-117,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
804,jessicatir,97,CRCM:Fish,97-118,institutional catalog number,self,,,A. E. Perry,collector,R. V. Johnson,collector,N. Hanley,collector,,,Anoplarchus purpurescens,1,nature of identification,unknown,A. E. Perry,1951-06-20,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-20-Jun-1951,1951-06-19,1951-06-20,collection,A. E. Perry,1951-06-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
1914,jessicatir,97,CRCM:Fish,97-56,institutional catalog number,self,,,C. E. Botimer,collector,N. R. Hallock,collector,Unknown,collector,J. Camara,collector,Sebastes nebulosus,1,nature of identification,unknown,C. E. Botimer,1951-07-12,,"United States, Washington, San Juan County",No specific locality recorded.,"Lopez Island, San Juan Co., Washington",12-Jul-1951,1951-07-12,1951-07-12,collection,C. E. Botimer,1951-07-12,,whole organism,unchecked,1,in collection,,preservation,ethanol
805,jessicatir,97,CRCM:Fish,97-57,institutional catalog number,self,,,N. Brenneise,collector,,,,,,,Psychrolutes paradoxus,1,nature of identification,unknown,N. Brenneise,1956-06-25,,"United States, Washington, San Juan County",No specific locality recorded.,"Shaw Island, San Juan Co., Washington",25-Jun-1956,1956-06-25,1956-06-25,collection,N. Brenneise,1956-06-25,,whole organism,unchecked,1,in collection,,preservation,ethanol
806,jessicatir,97,CRCM:Fish,97-62,institutional catalog number,self,,,C. E. Botimer,collector,N. R. Hallock,collector,Unknown,collector,J. Camara,collector,Oligocottus rimensis,1,nature of identification,unknown,C. E. Botimer,1951-06-19,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-Jun-1951,1951-06-19,1951-06-19,collection,C. E. Botimer,1951-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
807,jessicatir,97,CRCM:Fish,97-63,institutional catalog number,self,,,C. E. Botimer,collector,N. R. Hallock,collector,Unknown,collector,J. Camara,collector,Oligocottus rimensis,1,nature of identification,unknown,C. E. Botimer,1951-06-19,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-Jun-1951,1951-06-19,1951-06-19,collection,C. E. Botimer,1951-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
808,jessicatir,97,CRCM:Fish,97-64,institutional catalog number,self,,,C. E. Botimer,collector,N. R. Hallock,collector,Unknown,collector,J. Camara,collector,Oligocottus rimensis,1,nature of identification,unknown,C. E. Botimer,1951-06-19,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-Jun-1951,1951-06-19,1951-06-19,collection,C. E. Botimer,1951-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
809,jessicatir,97,CRCM:Fish,97-65,institutional catalog number,self,,,C. E. Botimer,collector,N. R. Hallock,collector,Unknown,collector,J. Camara,collector,Oligocottus rimensis,1,nature of identification,unknown,C. E. Botimer,1951-06-19,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-Jun-1951,1951-06-19,1951-06-19,collection,C. E. Botimer,1951-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
811,jessicatir,97,CRCM:Fish,97-66,institutional catalog number,self,,,C. E. Botimer,collector,N. R. Hallock,collector,Unknown,collector,J. Camara,collector,Oligocottus rimensis,1,nature of identification,unknown,C. E. Botimer,1951-06-19,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-Jun-1951,1951-06-19,1951-06-19,collection,C. E. Botimer,1951-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
1016,jessicatir,97,CRCM:Fish,97-70,institutional catalog number,self,,,C. E. Botimer,collector,N. R. Hallock,collector,Unknown,collector,J. Camara,collector,Oligocottus maculosus,1,nature of identification,unknown,C. E. Botimer,1951-06-19,,"United States, Washington, Skagit County",Cypress Island,"Cypress Island, Skagit Co., Washington",19-Jun-1951,1951-06-19,1951-06-19,collection,C. E. Botimer,1951-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
1017,jessicatir,96,CRCM:Fish,96-172,institutional catalog number,self,,,D. Paddock,collector,,,,,,,Cottus rhotheus,1,nature of identification,fine features,Kelly M. Cassidy,2020-08-01,"A freshwater Cottus. ID of C. rhotheus by KMC based on big head, complete lateral line, ray counts, but has more black on membranes of first dorsal fin than I see in most photos. Needs examination by someone more familiar with Cottus.","United States, Washington, Pierce County",Buckley Diversion Dam,"White River Diversion Trap near Buckley, Pierce Co., Washington",1-Dec-1954,1954-12-01,1954-12-01,collection,D. Paddock,1954-12-01,,whole organism,unchecked,1,in collection,,preservation,ethanol
1018,jessicatir,96,CRCM:Fish,96-173,institutional catalog number,self,,,D. Paddock,collector,,,,,,,Cottus rhotheus,1,nature of identification,fine features,Kelly M. Cassidy,2020-08-01,"A freshwater Cottus. ID of C. rhotheus by KMC based on big head, complete lateral line, ray counts, but has more black on membranes of first dorsal fin than I see in most photos. Needs examination by someone more familiar with Cottus.","United States, Washington, Pierce County",Buckley Diversion Dam,"White River Diversion Trap near Buckley, Pierce Co., Washington",1-Dec-1954,1954-12-01,1954-12-01,collection,D. Paddock,1954-12-01,,whole organism,unchecked,1,in collection,,preservation,ethanol
1002,jessicatir,96,CRCM:Fish,96-174,institutional catalog number,self,,,D. Paddock,collector,,,,,,,Prosopium williamsoni,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"ID by KM Cassidy, Aug 2020. Moderate confidence.","United States, Washington, Pierce County",Buckley Diversion Dam,"White River Diversion Trap near Buckley, Pierce Co., Washington",6-Dec-1954,1954-12-06,1954-12-06,collection,D. Paddock,1954-12-06,,whole organism,unchecked,1,in collection,,preservation,ethanol
1828,jessicatir,96,CRCM:Fish,96-175,institutional catalog number,self,,,D. Paddock,collector,,,,,,,Oncorhynchus tshawytscha,1,nature of identification,unknown,D. Paddock,1954-12-06,,"United States, Washington, Pierce County",Buckley Diversion Dam,"White River Diversion Trap near Buckley, Pierce Co., Washington",6-Dec-1954,1954-12-06,1954-12-06,collection,D. Paddock,1954-12-06,,whole organism,unchecked,1,in collection,,preservation,ethanol
2439,jessicatir,96,CRCM:Fish,96-207,institutional catalog number,self,,,L. M. Ashley,collector,,,,,,,Perca flavescens,1,nature of identification,unknown,L. M. Ashley,1959-07-28,,"United States, Washington, Whatcom County",Lake Samish,"Lake Samish, Whatcom Co., Washington",28-Jul-1959,1959-07-28,1959-07-28,collection,L. M. Ashley,1959-07-28,,whole organism,unchecked,1,in collection,,preservation,ethanol
2022,jessicatir,96,CRCM:Fish,96-246,institutional catalog number,self,,,Unknown,collector,,,,,,,Catostomus macrocheilus,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"No ID originally. ID of C. macrocheilus by KM Cassidy, August 2020, Moderate confidence in ID.","United States, Washington, Snohomish County",Lower Mill Creek,"Lower Mill Creek, Snohomish Co., Washingtn",4-Nov-1984,1984-11-04,1984-11-04,collection,Unknown,1984-11-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
481,jessicatir,97,CRCM:Fish,97-61,institutional catalog number,self,,,Norman Peckham,collector,,,,,,,Chondrichthyes,1,nature of identification,unknown,Norman Peckham,1950-08-15,"Will have to be located during inventory to ID, if still in collection.","United States, Washington, San Juan County",Rosario Strait,"Rosario Strait, San Juan Co., Washington",15-Aug-1950,1950-08-15,1950-08-15,collection,Norman Peckham,1950-08-15,,jaw,unchecked,1,in collection,needs to be checked,preservation,ethanol
789,jessicatir,97,CRCM:Fish,97-512,institutional catalog number,self,,,1980 Walla Walla College Natural History of Vertebrates Class,collector,,,,,,,Animalia {Fish},1,nature of identification,unknown,1980 Walla Walla College Natural History of Vertebrates Class,1980-03-25,"Will have to be located during inventory to ID, if still in collection.","United States, Washington, Walla Walla County","near Intersection of Last Chance Road and Mill Creek, Walla Walla","Mill Creek by Last Chance Bridge, Walla Walla Co., Washington",25-Mar-1980,1980-03-25,1980-03-25,collection,1980 Walla Walla College Natural History of Vertebrates Class,1980-03-25,,whole organism,unchecked,15,in collection,,preservation,ethanol
130,jessicatir,97,CRCM:Fish,97-1038,institutional catalog number,self,,,Boris Belko,collector,,,,,,,Hexagrammos lagocephalus,1,nature of identification,unknown,Boris Belko,1956-06-10,,"United States, Washington, Skagit County",Sharpe Cove,"Sharpes Cove, Skagit Co., Washington",10-Jun-1956,1956-06-10,1956-06-10,collection,Boris Belko,1956-06-10,,whole organism,unchecked,1,in collection,,preservation,ethanol
1161,jessicatir,48,CRCM:Fish,48-252,institutional catalog number,self,,,W. H. Schmidt,collector,,,,,,,Alepisaurus ferox,1,nature of identification,unknown,W. H. Schmidt,1948-07-02,,"United States, Washington, Grays Harbor County",Westport,"Westport, Grays Harbor Co., Washington",2-Jul-1948,1948-07-02,1948-07-02,collection,W. H. Schmidt,1948-07-02,,whole organism,unchecked,1,in collection,,preservation,ethanol
386,jessicatir,59,CRCM:Fish,59-538,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Cyprinus carpio,1,nature of identification,unknown,George E. Hudson,1959-04-10,,"United States, Washington, Adams County",Cow Lake,"Cow Lake, Adams Co., Washington",10-Apr-1959,1959-04-10,1959-04-10,collection,George E. Hudson,1959-04-10,,whole organism,unchecked,1,in collection,,preservation,ethanol
520,jessicatir,8,CRCM:Fish,08-75,institutional catalog number,self,,,Unknown,collector,,,,,,,Oncorhynchus kisutch,1,nature of identification,unknown,Unknown,1978-12-31,,"United States, Washington","near Strawberry Island, Snake River","near Strawberry Island, Snake River, Walla Walla or Franklin Co., Washington",1978,1978-01-01,1978-12-31,collection,Unknown,1978-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
,jessicatir,10,CRCM:Fish,10-28,institutional catalog number,self,,,Unknown,collector,,,,,,,Oncorhynchus kisutch,1,nature of identification,unknown,Unknown,2010-12-31,,No higher geography recorded.,No specific locality recorded.,Unknown,Unknown,1950-01-01,2010-12-31,collection,Unknown,2010-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
850,jessicatir,8,CRCM:Fish,08-45,institutional catalog number,self,CLB-80-103,field number,Chris L. Brown,collector,,,,,,,Sebastes melanops,1,nature of identification,unknown,Chris L. Brown,1981-12-31,,"United States, Washington, Pacific County",Long Beach Peninsula,"Long Beach Peninsula, Pacific Co., Washington",1980,1980-01-01,1981-12-31,collection,Chris L. Brown,1981-12-31,,bone,unchecked,17,in collection,Specimen consists of about 17 labeled bones glued to a piece of cardboard.,,
2316,jessicatir,59,CRCM:Fish,59-399,institutional catalog number,self,,,Lynn R. Weissenfels,collector,,,,,,,Acipenser transmontanus,1,nature of identification,geographic distribution,Kelly M. Cassidy,2018-08-06,In catalog only as Acipenser. ID 8/6/18 probable based on location. Speccimen needs to be examined to verify.,"United States, Washington, Asotin County",1 mi S of Clarkston,"1 mi S Clarkston, Asotin Co., Washington",22-Jul-1959,1959-07-22,1959-07-22,collection,Lynn R. Weissenfels,1959-07-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
,jessicatir,66,CRCM:Fish,66-112,institutional catalog number,self,,,Unknown,collector,,,,,,,Scaphirhynchus platorynchus,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Original ID of Acipenser sp. Jar said Shovelnose Sturgeon, but did not say who did the ID.  ",No higher geography recorded.,No specific locality recorded.,"General Biological Supply House, Chicago, Illinois",unknown,1940-01-01,1966-12-31,collection,Unknown,1966-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
361,jessicatir,97,CRCM:Fish,97-928,institutional catalog number,self,,,Unknown,collector,Unknown,collector,,,,,Acipenser transmontanus,1,nature of identification,geographic distribution,Kelly M. Cassidy,2020-08-01,"Original ID of A. fulvescens, Lake Sturgeon, which occurs east of the the Rockies. As far as I can tell, it is a White Sturgeon, but the museum has few sturgeons and no Lake Sturgeons for comparison. White Sturgeons do not currently occur in Big Lake. ","United States, Washington, Skagit County",Big Lake,"Big Lake, Mt. Vernon, Skagit Co., Washington",1-Jul-1952,1952-07-01,1952-07-01,collection,Unknown,1952-07-01,,whole organism,unchecked,1,in collection,,preservation,ethanol
2317,jessicatir,49,CRCM:Fish,49-237,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Phytichthys chirus,1,nature of identification,unknown,George E. Hudson,1949-06-29,,"United States, Washington, Whatcom County",Eliza Island,"Eliza Island, Whatcom Co., Washington",29-Jun-1949,1949-06-29,1949-06-29,collection,George E. Hudson,1949-06-29,,whole organism,unchecked,1,in collection,,preservation,ethanol
81,jessicatir,75,CRCM:Fish,75-900,institutional catalog number,self,,,Unknown,collector,,,,,,,Acanthurus olivaceus,1,nature of identification,unknown,Unknown,1975-12-31,,No higher geography recorded.,No specific locality recorded.,No data,unknown,1897-01-01,1975-12-31,collection,Unknown,1975-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
55,jessicatir,75,CRCM:Fish,75-921a,institutional catalog number,self,,,Unknown,collector,,,,,,,Acanthurus triostegus,1,nature of identification,unknown,Unknown,1975-12-31,,No higher geography recorded.,No specific locality recorded.,No data,unknown,1897-01-01,1975-12-31,collection,Unknown,1975-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1899,jessicatir,75,CRCM:Fish,75-921b,institutional catalog number,self,,,Unknown,collector,,,,,,,Acanthurus triostegus,1,nature of identification,unknown,Unknown,1975-12-31,,No higher geography recorded.,No specific locality recorded.,No data,unknown,1897-01-01,1975-12-31,collection,Unknown,1975-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1877,jessicatir,75,CRCM:Fish,75-922,institutional catalog number,self,,,Unknown,collector,,,,,,,Acanthurus achilles,1,nature of identification,unknown,Unknown,1975-12-31,,No higher geography recorded.,No specific locality recorded.,No data,unknown,1897-01-01,1975-12-31,collection,Unknown,1975-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1075,jessicatir,49,CRCM:Fish,49-288,institutional catalog number,self,,,Marvin Reed,collector,,,,,,,Sebastes maliger,1,nature of identification,unknown,Marvin Reed,1949-07-05,,"United States, Washington, San Juan County",San Juan Park,"San Juan Park, San Juan Co., Wahsington",5-Jul-1949,1949-07-05,1949-07-05,collection,Marvin Reed,1949-07-05,,whole organism,unchecked,1,in collection,,preservation,ethanol
248,jessicatir,58,CRCM:Fish,58-62,institutional catalog number,self,,,Unknown,collector,,,,,,,Amia calva,1,nature of identification,unknown,Unknown,1957-05-11,,"United States, Tennessee",Reelfoot Lake,"Reelfoot Lake, Tennessee",11-May-1957,1957-05-11,1957-05-11,collection,Unknown,1957-05-11,,whole organism,unchecked,1,in collection,,preservation,ethanol
121,jessicatir,58,CRCM:Fish,58-63,institutional catalog number,self,,,Unknown,collector,,,,,,,Amia calva,1,nature of identification,unknown,Unknown,1957-05-11,,"United States, Tennessee",Reelfoot Lake,"Reelfoot Lake, Tennessee",11-May-1957,1957-05-11,1957-05-11,collection,Unknown,1957-05-11,,whole organism,unchecked,1,in collection,,preservation,ethanol
249,jessicatir,58,CRCM:Fish,58-64,institutional catalog number,self,,,Unknown,collector,,,,,,,Amia calva,1,nature of identification,unknown,Unknown,1957-05-11,,"United States, Tennessee",Reelfoot Lake,"Reelfoot Lake, Tennessee",11-May-1957,1957-05-11,1957-05-11,collection,Unknown,1957-05-11,,whole organism,unchecked,1,in collection,,preservation,ethanol
245,jessicatir,58,CRCM:Fish,58-65,institutional catalog number,self,,,Unknown,collector,,,,,,,Amia calva,1,nature of identification,unknown,Unknown,1957-05-11,,"United States, Tennessee",Reelfoot Lake,"Reelfoot Lake, Tennessee",11-May-1957,1957-05-11,1957-05-11,collection,Unknown,1957-05-11,,whole organism,unchecked,1,in collection,,preservation,ethanol
2305,jessicatir,83,CRCM:Fish,83-295,institutional catalog number,self,,,B. Hemleman,collector,,,,,,,Serrasalmus,1,nature of identification,unknown,B. Hemleman,1980-09-26,,No higher geography recorded.,No specific locality recorded.,Unknown,26-Sep-1980,1980-09-26,1980-09-26,collection,B. Hemleman,1980-09-26,,whole organism,unchecked,1,in collection,,preservation,ethanol
1298,jessicatir,83,CRCM:Fish,83-296,institutional catalog number,self,,,Unknown,collector,,,,,,,Serrasalmus,1,nature of identification,unknown,Unknown,1983-12-31,,No higher geography recorded.,No specific locality recorded.,Unknown,unknown,1940-01-01,1983-12-31,collection,Unknown,1983-12-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
210,jessicatir,97,CRCM:Fish,97-1380,institutional catalog number,self,,,J. Camara,collector,,,,,,,Clupea pallasii,1,nature of identification,unknown,J. Camara,1951-06-19,,"United States, Washington, Skagit County",Ship Harbor,"Ships Harbor, Anacortes, Skagit Co., Washington",19-Jun-1951,1951-06-19,1951-06-19,collection,J. Camara,1951-06-19,,whole organism,unchecked,5,in collection,specimens not individually tagged,preservation,ethanol
1230,jessicatir,97,CRCM:Fish,97-1425,institutional catalog number,self,,,R. Baybarz,collector,,,,,,,Clupea pallasii,1,nature of identification,unknown,R. Baybarz,1951-07-24,,"United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",24-Jul-1951,1951-07-24,1951-07-24,collection,R. Baybarz,1951-07-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1232,jessicatir,47,CRCM:Fish,47-30,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Catostomus macrocheilus,1,nature of identification,unknown,George E. Hudson,1947-03-29,,"United States, Washington, Whitman County",South Fork Palouse River,"Palouse Creek, Pullman, Whitman Co., Washington",29-Mar-1947,1947-03-29,1947-03-29,collection,George E. Hudson,1947-03-29,,whole organism,unchecked,1,in collection,,preservation,ethanol
1242,jessicatir,47,CRCM:Fish,47-31,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Catostomus macrocheilus,1,nature of identification,unknown,George E. Hudson,1947-03-29,,"United States, Washington, Whitman County",South Fork Palouse River,"Palouse Creek, Pullman, Whitman Co., Washington",29-Mar-1947,1947-03-29,1947-03-29,collection,George E. Hudson,1947-03-29,,whole organism,unchecked,1,in collection,,preservation,ethanol
1243,jessicatir,47,CRCM:Fish,47-78,institutional catalog number,self,,,George F. Hudson,collector,,,,,,,Richardsonius balteatus,1,nature of identification,unknown,George F. Hudson,1947-06-06,,"United States, Washington, Whitman County","Snake River, Wawawai","Snake River, Wawawai, Whitman Co., Washington",6-Jun-1947,1947-06-06,1947-06-06,collection,George F. Hudson,1947-06-06,,whole organism,unchecked,1,in collection,,preservation,ethanol
1244,jessicatir,47,CRCM:Fish,47-79,institutional catalog number,self,,,George F. Hudson,collector,,,,,,,Ptychocheilus oregonensis,1,nature of identification,unknown,Kelly M. Cassidy,2018-08-07,,"United States, Washington, Whitman County","Snake River, Wawawai","Snake River, Wawawai, Whitman Co., Washington",6-Jun-1947,1947-06-06,1947-06-06,collection,George F. Hudson,1947-06-06,,whole organism,unchecked,1,in collection,,preservation,ethanol
1239,jessicatir,47,CRCM:Fish,47-80,institutional catalog number,self,,,George F. Hudson,collector,,,,,,,Acrocheilus alutaceus,1,nature of identification,unknown,George F. Hudson,1947-06-06,,"United States, Washington, Whitman County","Snake River, Wawawai","Snake River, Wawawai, Whitman Co., Washington",6-Jun-1947,1947-06-06,1947-06-06,collection,George F. Hudson,1947-06-06,,whole organism,unchecked,1,in collection,,preservation,ethanol
1240,jessicatir,47,CRCM:Fish,47-102,institutional catalog number,self,,,George F. Hudson,collector,,,,,,,Richardsonius balteatus,1,nature of identification,unknown,George F. Hudson,1947-06-24,,"United States, Washington, Pend Oreille County",Sullivan Lake,"Sullivan Lake, Pend Oreille Co., Washington",24-Jun-1947,1947-06-24,1947-06-24,collection,George F. Hudson,1947-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1245,jessicatir,47,CRCM:Fish,47-103,institutional catalog number,self,,,George F. Hudson,collector,,,,,,,Richardsonius balteatus,1,nature of identification,unknown,George F. Hudson,1947-06-24,,"United States, Washington, Pend Oreille County",Sullivan Lake,"Sullivan Lake, Pend Oreille Co., Washington",24-Jun-1947,1947-06-24,1947-06-24,collection,George F. Hudson,1947-06-24,,whole organism,unchecked,1,in collection,,preservation,ethanol
1233,jessicatir,47,CRCM:Fish,47-246,institutional catalog number,self,,,George F. Hudson,collector,,,,,,,Catostomus columbianus,1,nature of identification,unknown,R. R. Miller,1950-01-01,,"United States, Washington, Whitman County",South Fork Palouse River,"Palouse Creek, Pullman, Whitman Co., Washington",13-Sep-1947,1947-09-13,1947-09-13,collection,George F. Hudson,1947-09-13,,whole organism,unchecked,1,in collection,,preservation,ethanol
1347,jessicatir,47,CRCM:Fish,47-247,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Catostomus columbianus,1,nature of identification,unknown,R. R. Miller,1950-01-01,,"United States, Washington, Whitman County",South Fork Palouse River,"Palouse Creek, Pullman, Whitman Co., Washington",13-Sep-1947,1947-09-13,1947-09-13,collection,George E. Hudson,1947-09-13,,whole organism,unchecked,1,in collection,,preservation,ethanol
1348,jessicatir,48,CRCM:Fish,48-146,institutional catalog number,self,,,J. R. Miller,collector,,,,,,,Nocomis biguttatus,1,nature of identification,unknown,J. R. Miller,1948-05-20,,"United States, Minnesota, Mower County",Woodson Creek,"Woodson Creek, Mower Co., Minnesota",20-May-1948,1948-05-20,1948-05-20,collection,J. R. Miller,1948-05-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
